Task ID, Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Attachments,Assignees,Tags,Priority,List Name,Folder Name/Path,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Assigned Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text
86937qa63,"Заполнить заявку на венчурный кредит","",Closed,1701241984641,"11/29/2023, 12:13:04 PM GMT+5",1701609300000,"12/3/2023, 6:15:00 PM GMT+5",1701605700000,"12/3/2023, 5:15:00 PM GMT+5",null,"[]","[Pavel Shershniov]","[]",null,"Tasks","[""Funding""]","Management","","","{}","[]","0", "7200000",2 h ,7200000,2 h 
862kcc4gb,"Check crypto funding options","Sales Globalhttps://alphagrowth.io/propy",Open,1694034413547,"9/7/2023, 2:06:53 AM GMT+5",,"",,"",null,"[]","[]","[]",null,"Tasks","[""Funding""]","Management","","","{}","[]","0", "",,NaN,
32bfaz2,"Подготовить отчёт для Семененко","свожу квартальный отчет для Георгия. \nМожешь ли подготовить за 3 квартал (июль-сентябрь) репорт короткий по следующим метрикам:\n- выручка 2.9 млн\n- кол-во платящих клиентов - 25\n- кол-во сделок в пайпе - 10\n- текущий burn rate 1.15 млн.\n- run way (в мес), 0  (находимся в кассовом разрыве)\n- основные события (победы, неудачи),\nПодписали контракт с Центом Международной Торговли в Москве (1.8 млн)\nПодписали контракт на пилот для знакового нового объекта МГУ Ломоносовский (2млн)\nПровели на базе платформы для мероприятий форум Минстроя РФ\nНе смогли добиться подписания договора с Леруа Мерлен, всё ещё ждём согласований (уже почти год), сейчас финальная стадия, обещают до конца октября подписать.\nСтолкнулись с кассовыми разрывами из-за медленной скорости согласования договоров с клиентами и с предоставлением не качественных вводных для запуска проекта, что онимает очень много времени на актуализацию.\nПодписали соглашение с компанией из Абу Даби о дистрибюции, ведём переговоры с https://www.saudidowntown.com.sa о применении наших технологий в Саудовской Аравии.\nПочти закончена разработка Сервис Деска для недвижимости, запуск запланирован на ноябрь\nПочти закончена разработка внутреннего редактора схем зданий, чтобы не зависеть от Figma\nЗначительно улучшен 3D движок для визулизации интерактивной навигации, решение стало визуально красивее, чем у любого из конкурентов.\n\n- статус по фандрейзингу,\nидёт обсуждение раунда с Intema VC, но объём операционки не даёт на этом сфокусироваться, сейчас в работе 3 проекта, 3 ещё на очереди, идёт выстраивание внутренних процессов.\n\n- запрос к инвестору.\nХотелось бы получить займ 5млн руб. для выхода на рынки ближнего востока, чтобы сделать там первые сделки и привлекать раунд уже там.",Closed,1666690066076,"10/25/2022, 2:27:46 PM GMT+5",1666710000000,"10/25/2022, 8:00:00 PM GMT+5",1666706400000,"10/25/2022, 7:00:00 PM GMT+5",32bfaq2,"[{""title"":""image.png"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/0eb4d998-3f6e-415c-b314-a6a67432b8ea/image.png""},{""title"":""image.png"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/6ada5a0d-37c6-4659-8cfe-887a940923f5/image.png""},{""title"":""image.png"",""url"":""https://t4602024.p.clickup-attachments.com/t4602024/3ec90a89-8f83-49eb-ad93-d945ff9a92d0/image.png""}]","[Pavel Shershniov]","[]",null,"IRM","[""Funding""]","Management","3600000","1 h ","{}","[{""text"":""image.png\n"",""by"":""pavel@tango.vision"",""assigned"":false,""date"":""10/25/2022, 7:18:39 PM GMT+5"",""resolved"":""N/A""},{""text"":""image.png\nimage.png\n\n"",""by"":""pavel@tango.vision"",""assigned"":false,""date"":""10/25/2022, 7:16:41 PM GMT+5"",""resolved"":""N/A""}]","0", "3600000",1 h ,3600000,1 h 
862kcc7db,"https://ud-group.com/","",Open,1694040565718,"9/7/2023, 3:49:25 AM GMT+5",,"",,"",null,"[]","[]","[]",null,"IRM","[""Funding""]","Management","","","{}","[]","0", "",,NaN,
862kcc7dc,"intema.ai","",Open,1694040570158,"9/7/2023, 3:49:30 AM GMT+5",,"",,"",null,"[]","[]","[]",null,"IRM","[""Funding""]","Management","","","{}","[]","0", "",,NaN,
32bfaq2,"https://kirovgroup.vc/","null",Open,1666690003905,"10/25/2022, 2:26:43 PM GMT+5",,"",,"",null,"[]","[]","[]",null,"IRM","[""Funding""]","Management","","","{}","[]","0", "",,NaN,
1z4pndk,"https://fifthwall.com/","null",Open,1645653019210,"2/24/2022, 2:50:19 AM GMT+5",,"",,"",null,"[]","[]","[]",null,"IRM","[""Funding""]","Management","","","{}","[]","0", "",,NaN,
1z4pnac,"https://peakstate.vc/","https://www.linkedin.com/in/ydarveniza/",Open,1645652995021,"2/24/2022, 2:49:55 AM GMT+5",,"",,"",null,"[]","[]","[]",null,"IRM","[""Funding""]","Management","","","{}","[]","0", "",,NaN,
862kcc7cw,"amethystcapital.ru","",Open,1694040525773,"9/7/2023, 3:48:45 AM GMT+5",,"",,"",null,"[]","[]","[]",null,"IRM","[""Funding""]","Management","","","{}","[]","0", "",,NaN,
861ma98e3,"Финализировать ТЗ для ДЗМ","null",Closed,1675148393402,"1/31/2023, 11:59:53 AM GMT+5",1675242000000,"2/1/2023, 2:00:00 PM GMT+5",1675238400000,"2/1/2023, 1:00:00 PM GMT+5",null,"[]","[Pavel Shershniov]","[]",null,"General","","Management","","","{}","[]","0", "7200000",2 h ,7200000,2 h 
